gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YPL059W,S000005980,GRX5,453,response to osmotic stress,thiol-disulfide exchange intermediate activity,mitochondrial matrix,0,-0.4,-0.29,-0.04,0.31,0.1,0.18,0.2,0.2,0.04,0.09,-0.14,0.43,-0.41,-0.06,0.25,-0.51,0.28,-0.22,-0.15,-0.2,-0.51,-0.65,-0.34,-0.22,-0.14,-0.12,-0.01,0.61,0.25,0.07,0.06,-0.36,-0.19,-0.13,0,-0.47,-0.13,0.02,0.29,0.08,-0.22,0.5,0.34,0.21
YPL060W,S000005981,LPE10,1242,mitochondrial magnesium ion transport,magnesium ion transporter activity,mitochondrial inner membrane,0,-0.25,-0.04,0.45,-0.13,-0.04,-0.06,NA,0.17,0.55,0.12,0.17,-0.66,0.19,-0.24,-0.79,-0.37,0.23,0.21,0.39,0.28,-0.05,-0.08,0.15,0.26,0.3,-0.14,-0.21,-0.45,-0.17,0.27,0.62,0.29,0,0.54,0.35,-0.07,0.15,-0.26,-0.72,-0.39,0.18,-0.28,-0.41,0.02
YPL061W,S000005982,ALD6,1503,acetate biosynthesis,aldehyde dehydrogenase activity,cytoplasm,0,-1.84,0.78,-0.06,1.63,1.01,0.32,-0.15,-0.19,-0.01,0.16,0.29,0.62,0.04,-0.53,-1.11,-0.89,-0.51,-0.4,-0.18,0.46,-0.92,-2.44,-1.97,-1.19,-0.51,0.68,0.57,1.97,1.17,NA,-1.08,0.7,0.43,0.58,0.51,0.04,0.14,0.14,-0.13,-0.03,-0.25,-0.15,-0.41,-0.5
YPL062W,NA,NA,NA,NA,NA,NA,0,0.34,0.11,0.4,-0.21,0.08,-0.33,0.34,0.3,-0.03,-0.1,0.13,-0.21,0.03,0.08,0.03,-0.25,-0.03,-0.05,-1.82,NA,-0.24,-0.24,0.98,0.76,NA,NA,NA,NA,-1.82,NA,0.34,0.03,0.45,0.29,0.04,0.19,0.48,-0.07,-0.45,-0.3,0.1,-0.23,-0.71,-0.16
YPL065W,S000005986,VPS28,729,protein-vacuolar targeting,NA,endosome,0,-0.4,-0.36,-0.09,0.28,-0.03,0.09,0.05,0.09,0.26,0.12,-0.32,-0.11,-0.28,-0.12,-0.14,-0.06,0.09,0.09,0.76,-0.01,0.1,0.18,-0.31,0.17,0.03,0.08,-0.1,0.02,-0.21,-0.16,0.96,0.13,0.09,0.49,0.3,-0.07,0.07,-0.23,-0.43,-0.37,-0.04,-0.23,-0.48,-0.18
YPL066W,S000005987,NA,1440,NA,NA,cytoplasm,0,0.04,0.19,-0.01,0.03,-0.06,0.14,-0.21,0.23,-0.1,-0.01,-0.08,0.68,0.39,0.47,0.16,-0.12,-0.84,-0.26,-0.63,-0.88,0.06,-0.12,-0.36,0.02,-0.12,-0.08,0.05,0.77,0.85,0.2,-0.05,-0.28,-0.25,0.1,0.1,-0.21,0.14,-0.1,-0.08,0.49,0.18,0.4,-0.52,0.08
YPL067C,S000005988,NA,597,NA,NA,cytoplasm,0,2.08,0.41,-0.26,0.53,0.11,0.46,-0.03,0.11,-0.07,0.17,-0.18,0.52,-0.32,0.01,0.2,0,0.05,-0.56,-0.04,-0.82,0.3,0.26,-0.18,0.17,0.33,-0.07,-0.25,0.62,0.26,0.02,-0.35,-0.3,-0.24,-0.05,0.39,-0.05,-0.05,0.24,0.03,0.08,0.08,0.05,0.12,0.05
YPL068C,S000005989,NA,882,NA,NA,nucleus,0,0.93,0.88,-0.02,-0.02,-0.04,0.37,-0.29,0.43,0.01,0.2,0.09,0.05,-0.25,0.15,-0.14,0.09,-0.49,-0.12,0.36,-0.16,0.11,0.3,0.01,0.62,0.18,0.58,0.13,0.09,-0.31,-0.11,-0.16,-0.78,-0.08,0.59,0.9,0.17,-0.04,0.03,0.01,0.41,-0.06,-0.12,-1.06,0.2
YPL072W,S000005993,UBP16,1500,protein deubiquitination,ubiquitin-specific protease activity,cytoplasm,0,-1.15,0.19,-0.15,-0.02,0.09,-0.03,0.44,0.35,0.31,-0.06,-0.23,-0.49,-0.21,-0.06,0.02,-0.12,0.28,0.31,0.07,-0.38,-0.96,-0.47,0.1,0.46,0.27,0.25,0.23,-0.32,-0.21,0.12,0.24,-0.3,-0.13,0,0.2,0.16,-0.24,0.08,0,0.05,0.2,0.03,-0.26,-0.02
YPL073C,NA,NA,NA,NA,NA,NA,0,0.44,-0.3,-0.09,0.07,-0.02,0.28,-0.2,0.18,0.01,0.41,-0.35,0.24,-0.16,-0.22,0.49,0.04,-0.38,-0.11,0.63,-0.96,-1.07,-0.52,-0.24,0.44,0.32,0.14,0.19,NA,-0.6,0.69,-0.39,-0.13,-0.2,0.11,-0.09,0.12,0.12,-0.13,0.23,0.33,0.21,0.18,-0.52,0.16
YPL074W,S000005995,YTA6,2265,NA,ATPase activity,cell cortex,0,0.04,0.59,0.13,-1.12,-0.08,0.04,0.14,0.11,0.04,0.74,0.14,-0.06,-0.16,-0.1,-0.18,0.11,0.14,0.37,-0.05,-0.47,-0.64,-0.44,-0.03,0.43,-0.15,0.47,0.38,-0.29,-0.21,0.38,0.41,-0.21,0,-0.3,0.03,-0.12,-0.15,0.1,-0.24,0.32,0.03,0.16,0,-0.02
YPL075W,S000005996,GCR1,3109,positive regulation of transcription from Pol II promoter,DNA binding,nucleus,1,-0.17,-0.14,-0.25,0,-0.29,0.06,0.02,0.08,0.44,-0.02,-0.05,0.08,-0.37,-0.51,0.49,0.31,0.48,-0.08,0.31,-0.77,-0.52,-0.5,-0.04,0.38,0.23,0.21,-0.15,-0.08,-0.07,0.25,0.57,0.22,0.1,0.59,0.26,-0.26,-0.18,-0.22,-0.04,-0.24,-0.18,-0.22,-0.15,-0.26
YPL079W,S000006000,RPL21B,904,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,-0.47,-0.14,0.08,0.03,-0.17,0.32,-0.5,-0.01,-0.12,0.25,-0.07,0.65,-0.36,0.11,0.41,-0.01,0.44,-0.06,-0.17,0.24,0.52,0.13,-0.07,-0.46,-0.32,-0.26,-0.63,1.23,0.21,-0.59,-0.94,-0.49,0.06,0.66,0.51,-0.15,0.02,0.26,0.26,0.16,-0.11,0.02,0.01,-0.27
YPL080C,NA,NA,NA,NA,NA,NA,0,0.37,-0.07,0.04,0.04,-0.39,0.27,-0.28,0.18,-0.05,0.33,-0.12,0.04,-0.36,0.2,0.26,-0.12,-0.18,0.47,-0.38,0.26,0.37,0.71,0.01,-0.13,0.43,0.14,-0.47,NA,-0.21,-0.38,0.2,-0.35,-0.08,0.24,0.29,-0.08,0.2,-0.17,0.12,NA,-0.2,-0.08,-0.04,-0.04
YPL081W,S000006002,RPS9A,1095,protein biosynthesis,structural constituent of ribosome,cytoplasm,0,-0.25,0.11,-0.07,0,-0.19,0.47,-0.57,0.09,-0.11,0.3,-0.11,0.71,-0.19,0.11,0.53,0.08,0.39,-0.32,-0.39,-0.1,0.08,-0.28,0,-0.51,-0.67,-0.36,-0.17,1.35,0.26,-0.29,-0.87,-0.63,0.16,0.48,0.64,-0.14,-0.02,0.39,0.41,0.08,-0.39,0.05,0.16,-0.31
YPL082C,S000006003,MOT1,5604,regulation of transcription from Pol II promoter,ATPase activity,nuclear chromosome,1,0.57,-0.06,0.21,0.21,0.04,0.28,-0.39,0.16,-0.31,0.19,-0.1,0.01,-0.13,-0.01,0.28,-0.24,-0.23,0.1,-0.64,-0.05,0.46,0.12,0.26,0.5,0.12,-0.08,-0.07,-0.52,-0.17,0.06,1.12,-0.4,-0.23,0.21,0.24,-0.37,0.02,-0.26,0.32,0.08,-0.3,0.01,-0.4,-0.05
YPL084W,S000006005,BRO1,2535,ubiquitin-dependent protein catabolism,intracellular transporter activity,cytoplasm,0,-0.12,-0.23,0.04,0.07,0.09,-0.29,0.19,0.09,0.04,0.09,-0.01,-0.07,0.23,-0.12,-0.19,-0.18,-0.07,0.18,-0.05,-0.33,-0.18,-0.37,-0.15,0.31,0.2,0.3,0.29,0.12,-0.17,0.02,1.16,0.17,0.01,0.31,0.04,-0.12,0,-0.31,-0.35,-0.2,0.06,-0.31,-0.47,0.01
YPL085W,S000006006,SEC16,6588,vesicle-mediated transport,structural molecule activity,endoplasmic reticulum membrane,1,0.1,-0.92,0.2,-0.12,0.31,0.16,-0.3,0.1,0.14,0.16,-0.08,0.16,0.01,-0.38,0.48,-0.02,-0.57,0.04,-0.02,0.22,0.03,-0.13,-0.09,0.18,-0.07,-0.07,0.08,0.43,-0.27,-0.1,0.05,-0.14,0.08,0.07,0.27,0.1,0.18,-0.4,0.29,0.44,-0.22,-0.14,-0.77,0.18
YPL086C,S000006007,ELP3,1674,regulation of transcription from Pol II promoter,Pol II transcription elongation factor activity,transcription elongation factor complex,0,-0.45,-0.04,0.15,-0.76,-0.21,-0.03,0.28,0.44,0.4,0.36,0.13,-0.18,0.04,0.02,-0.21,-0.14,0.07,0.09,-0.57,0.33,0.12,-0.23,0.15,-0.11,-0.01,0.12,-0.04,0.21,-0.06,0.05,0.59,-0.18,-0.3,0.4,0.73,0.26,0.15,-0.1,-0.35,0.07,0.19,-0.56,-0.65,-0.25
YPL087W,S000006008,YDC1,954,response to heat,ceramidase activity,endoplasmic reticulum,0,-0.22,-0.3,0.54,0.73,0.5,0.06,0.09,0.25,0.09,-0.05,-0.28,-0.26,-0.19,0.12,-0.28,-0.4,-0.17,-0.21,0.96,0.18,-1.1,-0.78,-0.7,-0.12,-0.66,-0.22,-0.11,0.16,0.38,0.35,1.14,-0.09,0.07,0.14,-0.36,-0.24,-0.17,-0.24,-0.31,-0.31,0.07,0.11,0.21,-0.04
YPL088W,S000006009,NA,1029,aldehyde metabolism,aryl-alcohol dehydrogenase activity,NA,0,-0.84,-1.06,1.71,1.26,0.47,-0.44,0.15,0.01,0.29,-0.2,NA,-0.52,-0.57,-0.73,-1.14,-0.61,-0.52,-0.51,-0.01,-0.34,0.01,-0.16,-0.37,0.05,0,-0.03,-0.01,0.3,0.32,-0.05,1.37,-0.25,-0.1,0.22,0.34,0.26,0.37,-0.36,-0.32,-0.15,0.01,-0.52,-0.66,-0.21
YPL089C,S000006010,RLM1,2031,cell wall organization and biogenesis,DNA binding,nucleus,0,-0.34,-0.14,0.94,-0.26,0.25,-0.07,0.25,0.21,0.05,-0.18,-0.26,-0.51,-0.07,-0.07,-0.04,0.21,-0.07,-0.05,0.23,-0.17,0.16,0.26,0.4,0.39,0.22,0.08,-0.38,0.19,-0.2,-0.62,1.1,-0.17,0.05,0.26,0.12,-0.17,-0.12,-0.3,-0.4,-0.05,-0.05,-0.02,0.05,-0.31
YPL090C,S000006011,RPS6A,1105,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya),0,0.11,0.15,0.09,-0.45,-0.16,NA,-0.3,0.09,-0.32,0.23,0.27,0.26,0.11,0.11,0.23,0.18,-0.09,0.14,-0.2,-0.1,0.68,0.2,0.6,-0.34,-0.15,-0.1,-0.1,NA,-2.26,-0.05,-1.17,-0.51,0.1,0.48,-0.09,0.25,-0.06,0.75,0.32,0.39,-0.41,0,0.02,-0.09
YPL091W,S000006012,GLR1,1452,response to oxidative stress,glutathione-disulfide reductase activity,cytoplasm,0,0.43,-0.25,0,0.01,0.49,0.19,-0.2,0.08,-0.42,-0.09,-0.36,-0.12,-0.09,0.06,-0.04,-0.17,-0.36,-0.22,0.21,0.11,0.38,0.18,-0.53,-0.58,-0.46,-0.31,-0.13,0.62,0.13,0.13,-0.15,-0.51,-0.12,0.13,-0.14,-0.25,-0.29,-0.05,0.36,0.23,-0.49,0.45,0.45,0.38
YPL092W,S000006013,SSU1,1377,sulfite transport,sulfite transporter activity,plasma membrane,0,-0.89,-0.17,0.46,0.94,0.41,NA,-0.33,-0.25,-0.25,-0.07,-0.12,-0.2,-0.46,-0.35,NA,-0.22,-0.5,-0.23,0.65,-0.17,-0.59,-0.13,-0.86,-0.39,-0.29,-0.01,0.44,-0.12,0.12,0.79,-0.88,-0.94,-0.57,0.41,-0.17,0.33,-0.1,0.37,0.17,0.23,-0.36,0.38,0.39,0.75
YPL093W,S000006014,NOG1,1944,ribosome-nucleus export,GTPase activity,nucleolus,1,-0.3,0.43,0.09,-1.33,-0.13,-0.13,0.17,0.31,0.23,0.37,0.08,-0.07,0.14,0.23,-0.17,0.09,0.23,0.74,-0.51,-0.19,0.35,0.13,0.4,0.1,0.02,0.22,-0.08,0.1,-0.07,-0.11,-1.77,0.11,-0.08,0.44,1.36,0.99,0.35,0.17,-0.33,0.6,0.31,-0.89,-0.96,-0.31
YPL094C,S000006015,SEC62,825,SRP-dependent cotranslational membrane targeting translocation,protein binding,endoplasmic reticulum membrane,1,-0.09,0.06,0.23,-0.33,0.02,NA,-0.15,0.31,-0.19,0.02,0.2,0.23,0.08,0.18,0.18,-0.11,-0.33,-0.05,0.33,0.05,0.33,0.18,-0.27,-0.18,-0.5,-0.18,0.18,0.38,0.22,-0.01,-0.58,-0.47,-0.13,0,-0.13,0.19,-0.02,0.49,0.36,0.59,-0.43,0.12,-0.13,0.14
YPL096W,S000006017,PNG1,1092,misfolded or incompletely synthesized protein catabolism,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,nucleus,0,-0.12,0.26,0.25,0.21,-0.23,0.21,0.09,0.18,NA,-0.03,0.04,-0.13,0.01,-0.19,-0.23,-0.21,-0.13,0.52,0.53,-0.24,-0.24,-0.03,-0.37,0.08,-0.08,-0.07,0.05,0,-0.1,0.03,0.71,-0.3,0.11,0.61,0.24,0.11,0.18,-0.11,0.02,-0.58,0.29,-0.61,-0.28,-0.4
YPL097W,S000006018,MSY1,1479,tyrosyl-tRNA aminoacylation,tyrosine-tRNA ligase activity,mitochondrion,0,0.32,-0.04,-0.1,0.14,-0.01,0.11,-0.1,0.31,0.29,0.13,-0.12,-0.08,-0.22,0.2,-0.41,-0.28,0.25,0.4,0.21,-0.05,-0.91,-0.69,-0.39,-0.1,-0.11,-0.1,0.23,0.47,0.36,0.06,-0.01,-0.25,-0.31,0.22,0.25,-0.01,0.15,-0.04,-0.2,-0.09,0.25,0.03,0.16,-0.14
YPL100W,S000006021,ATG21,1491,vacuolar protein processing or maturation,phosphoinositide binding,cytosol,0,1.33,0.21,0.2,0.41,-0.22,-0.24,-0.11,0,0.04,-0.29,0.13,-0.03,0,-0.08,-0.06,-0.06,0.03,-0.08,0.33,-0.25,0.03,-0.03,-0.05,0.07,-0.42,0.34,-0.07,-0.1,0.01,-0.07,1.46,0.13,0.06,0.03,-0.01,-0.22,0.05,-0.2,-0.5,-0.26,0.05,-0.14,-0.52,0.08
YPL101W,S000006022,ELP4,1371,regulation of transcription from Pol II promoter,Pol II transcription elongation factor activity,cytoplasm,0,0.74,-1.06,-0.22,-0.22,-0.28,0.19,0.13,0.33,0.35,0.13,-0.05,-0.07,-0.08,0.16,-0.1,-0.12,0.41,0.22,-0.04,0.15,0.64,0.4,-0.26,0.26,-0.25,0.01,-0.12,0.01,-0.24,0.27,-0.22,-0.05,-0.27,0.34,0.58,0.37,0.37,0.04,-0.18,0.02,-0.12,-0.22,-0.59,-0.08
YPL102C,NA,NA,NA,NA,NA,NA,0,0.11,0.15,NA,0.06,-0.18,-0.11,-0.33,0.01,NA,-0.08,-0.26,0.03,-0.05,0.13,0.15,-0.16,-0.3,0.07,-1.37,1.02,-0.56,-0.2,0.44,0.63,0.72,0.8,-0.56,NA,-0.56,-0.05,-0.22,NA,-0.24,0.24,0.16,0.15,-0.18,0.05,0.52,0.1,-0.31,0.16,-0.68,0.24
YPL103C,S000006024,FMP30,1407,NA,NA,NA,0,0.7,-0.01,0.14,0.29,-0.23,0.23,-0.17,0.08,-0.05,0.13,0.08,0.05,-0.15,0.17,0.02,-0.15,-0.02,0.46,0.49,-0.18,-0.35,-0.02,-0.52,-0.2,-0.24,-0.24,0.29,0.13,0.3,0.28,-0.44,-0.61,-0.18,0.08,0.08,0.12,0,-0.05,0.51,0.39,-0.42,0.24,0.19,0.08
YPL104W,S000006025,MSD1,1977,protein biosynthesis,aspartate-tRNA ligase activity,mitochondrion,0,0.15,-0.01,0.12,0.15,-0.06,-0.04,-0.24,0.12,NA,0.08,-0.28,0.15,-0.12,0.15,0.17,-0.28,-0.21,0.22,0.68,0.44,-0.62,-0.41,-0.26,0.04,0.08,-0.05,-0.08,0.17,0.16,0.03,-0.47,-0.16,-0.55,-0.16,-0.16,0.04,0.06,0.43,0.44,0.49,-0.33,0.33,-0.11,0.15
YPL108W,S000006029,NA,507,NA,NA,cytoplasm,0,-0.42,-0.07,0.14,-0.27,0.26,NA,0.32,0.01,0.21,0.06,-0.32,-0.34,0.03,-0.21,NA,0.07,0,0.1,0.36,0.31,0.32,0.16,-0.51,-0.12,-0.16,-0.01,0.26,0.19,-0.23,-0.24,0.18,-0.07,-0.07,0.67,0.55,0.23,0.1,-0.39,-0.29,-0.02,0.08,-0.29,-0.64,-0.04
YPL109C,S000006030,NA,2126,NA,NA,mitochondrion,0,0.34,-0.51,0.15,0.43,NA,-0.12,0.41,0.23,0.2,0.16,-0.29,-0.19,-0.04,0.2,-0.67,-0.09,-0.11,-0.31,0.39,-1.26,-0.07,0.02,-0.9,-0.37,-0.07,-0.37,0.45,0.39,0.57,0.39,1.01,0.21,0.28,0.15,-0.33,-0.31,0.04,-0.22,-0.29,-0.31,0.08,-0.07,-0.08,-0.15
YPL111W,S000006032,CAR1,1002,arginine catabolism to ornithine,arginase activity,cytosol,0,-0.15,-0.6,-0.77,-0.08,0.08,0.05,0.29,0.92,0.47,0.57,-0.06,0.1,0.13,0.11,-0.22,-0.19,0.01,-0.06,0.48,-0.71,-0.4,-0.47,-0.49,-0.3,-0.32,0.08,0.41,0.58,0.15,0.19,0.62,0.68,0.56,0.58,0.26,0.11,0.14,-0.08,-0.42,-1,-0.38,-0.4,-0.43,-0.24
YPL113C,S000006034,NA,1191,metabolism,oxidoreductase activity,NA,0,0.4,-0.25,0.02,0.2,0.15,-0.06,0.24,0.25,0.25,0.04,-0.13,-0.25,0.01,0.14,-0.33,-0.09,0.14,-0.13,0.06,0.04,-0.46,-0.08,0.21,-0.32,-0.85,0.29,-0.07,0.15,-0.36,-0.15,0.64,0.17,0.3,0.2,0.1,0.1,0.19,-0.28,-0.43,-0.43,0.09,-0.13,-0.54,0.03
YPL114W,NA,NA,NA,NA,NA,NA,0,0.15,-0.07,0.03,0.63,-0.23,NA,-0.34,0.16,NA,0.16,NA,0.24,-0.47,0.07,NA,-0.14,-0.21,-0.04,0.62,-0.53,0.09,0.62,0.12,-0.05,-0.71,0.01,0.09,-0.17,-0.34,0.15,0.04,0.05,-0.01,0.02,-0.41,-0.29,-0.27,0.11,0.35,0.17,-0.19,0.5,-0.46,0.38
YPL116W,S000006037,HOS3,2094,histone deacetylation,histone deacetylase activity,cytoplasm,0,0.49,0.79,-0.47,-0.21,-0.1,-0.14,0.24,0.53,0.6,-0.09,-0.1,-0.44,-0.4,0.1,0.55,0.55,-0.27,-0.21,-0.29,-0.6,-0.09,0.29,0.65,0.7,0.17,-0.01,-0.28,0.07,-0.45,-0.14,-0.44,-0.57,-0.18,-0.04,-0.36,-0.06,0.05,0.77,0.35,0.43,-0.19,0.3,-0.21,0.15
YPL121C,S000006042,MEI5,669,NA,NA,NA,0,0.64,0,0.27,0.27,-0.28,0.15,0.29,0.18,-0.15,0.03,-0.09,-0.26,-0.01,0.04,-0.36,-0.16,-0.59,0.94,0.05,0.58,1.12,1.33,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-0.24,0.22,0.45,0.3,0.06,0.15,0.02,-0.06,-0.31,-0.02,-0.36,-0.38,-0.21
YPL122C,S000006043,TFB2,1542,transcription initiation from Pol II promoter,general RNA polymerase II transcription factor activity,transcription factor TFIIH complex,1,0.58,0.28,0.1,0.14,0.14,0.18,-0.18,0.17,-0.01,-0.09,-0.08,-0.04,0.02,0.08,0,-0.2,-0.28,0.35,0.01,0.14,0.56,0.25,-0.16,0.09,0.03,0.18,-0.15,-0.24,-0.19,-0.15,0.31,-0.34,0.11,0.18,0.47,0.41,0.21,0.07,-0.1,-0.03,0.18,-0.34,-1.12,-0.03
YPL123C,S000006044,RNY1,1305,cellular morphogenesis,endoribonuclease activity,extracellular,0,0.43,-0.14,0.09,1.16,-0.15,0.09,-0.02,0.1,-0.11,-0.32,-0.3,-0.24,-0.22,-0.17,-0.54,-0.24,-0.13,0.5,NA,-0.66,-1.85,-0.9,-0.66,-0.07,-0.53,-0.37,0.25,-0.01,0.57,0.84,2.11,0.57,-0.57,0.5,-0.54,-0.65,-0.3,-0.21,-0.24,-0.71,-0.17,0,0.09,0.14
YPL124W,S000006045,SPC29,762,microtubule nucleation,structural constituent of cytoskeleton,central plaque of spindle pole body,1,1.21,-0.07,-0.46,0.62,0.34,0.28,0.07,0.17,-0.19,-0.33,-0.13,-0.4,0.17,0.18,-0.17,-0.03,-0.37,0.55,-0.88,-1.15,1.09,0.4,0.44,0.45,-0.2,-0.72,-0.71,0.27,0.87,0.46,0.24,-0.48,-0.15,-0.07,0.36,0.39,0.21,0.1,0.07,-0.25,0.23,-0.21,-0.3,-0.13
YPL126W,S000006047,NAN1,2691,processing of 20S pre-rRNA,snoRNA binding,small nucleolar ribonucleoprotein complex,1,-0.01,0.18,0.09,-0.3,-0.16,0.02,-0.25,0.03,NA,0.13,-0.16,-0.03,-0.13,-0.03,0.39,-0.14,-0.08,0.5,-0.49,0.43,0.28,0.02,0.25,0.34,-0.03,0.38,-0.03,-0.47,-0.31,-0.09,0.11,NA,-0.33,0.88,0.25,0.31,0.34,0.16,0.25,-0.19,-0.26,-0.57,-0.86,-0.08
YPL127C,S000006048,HHO1,777,regulation of transcription DNA-dependent,DNA binding,nucleus,0,2.84,-0.43,-1.99,-0.32,0.57,0.92,0.99,0.86,0.32,-0.17,-0.63,-0.76,0.04,0.46,0.42,0.46,0.3,-0.19,-1.55,-1.15,0.86,0.88,0.9,0.66,-0.09,-0.46,-1.09,-0.44,0.21,0.43,-0.97,-1.38,-1.31,-0.97,0.14,0.71,0.88,1.06,0.76,0.49,0.53,0.36,0.07,-0.36
YPL128C,S000006049,TBF1,1689,loss of chromatin silencing,DNA binding,nucleus,1,0.67,0.04,-0.48,-0.51,-0.24,0.14,-0.1,0.58,0.06,0.07,0.04,-0.12,-0.08,0.14,0.27,0.02,0.14,0.6,-0.31,0.08,0.22,0.33,0.59,0.77,0.28,-0.02,-0.42,-0.16,-0.34,0.01,0.19,-0.51,-0.66,-0.34,-0.27,-0.02,-0.01,0.76,0.45,0.46,-0.33,0.39,-0.12,0.01
YPL130W,S000006051,SPO19,672,meiosis,NA,cell wall (sensu Fungi),0,0.1,-0.32,-0.06,NA,0.23,-0.14,-0.1,-0.1,NA,-0.06,0.12,-0.06,-0.14,-0.12,-0.04,-0.4,-0.1,0.86,1.78,0.66,1,1.46,0.14,-0.69,-1.28,NA,-0.28,0.39,-0.69,-0.28,0.31,NA,0.04,0.68,0.29,0.35,0.62,-0.27,0.27,-0.63,-0.42,-0.42,-0.83,-0.01
YPL131W,S000006052,RPL5,894,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),1,-0.03,0.18,0.16,-0.17,-0.17,0.08,-0.15,0.2,-0.24,0.1,-0.15,0.17,-0.18,0.2,0.34,0.05,0.25,0.04,-0.24,-0.14,0.45,0.09,-0.11,-0.41,-0.27,-0.36,-0.53,1.28,0.42,-0.41,-0.85,-0.7,-0.36,0.16,0.29,0.16,-0.02,0.52,0.66,0.4,-0.42,0.29,0,-0.14
YPL132W,S000006053,COX11,903,aerobic respiration,copper ion binding,mitochondrial inner membrane,0,0.14,-0.04,0.3,-0.13,-0.23,0.02,0.42,0.34,0.32,-0.05,0.02,-0.48,-0.05,0.15,-0.48,-0.05,-0.25,0.22,0.37,-0.08,-0.73,-0.03,-0.23,0.18,-0.03,0.03,-0.08,0.16,0.03,0.09,0.07,-0.33,0.34,0.22,0.29,0,0.21,0.06,-0.27,0.03,0.4,-0.05,-0.75,-0.22
YPL133C,S000006054,RDS2,1341,response to xenobiotic stimulus,transcription factor activity,cytoplasm,0,-0.36,-0.42,-0.04,NA,-0.42,0.04,0.17,0.3,0.11,0.12,-0.09,-0.48,-0.11,0.11,-0.11,0.14,0.14,0.08,0.19,-1.06,-0.62,0.26,0.38,0.53,0.09,0.32,0.13,-0.27,-0.51,0.27,0.64,-0.09,0.23,0.23,-0.06,-0.14,-0.12,0.12,-0.21,-0.03,-0.01,-0.24,-0.34,0.01
YPL134C,S000006055,ODC1,933,mitochondrial transport,intracellular transporter activity,mitochondrion,0,0.19,0.12,0.15,0.14,-0.13,-0.15,0.02,0.09,-0.13,0,0.03,-0.19,0.12,0.09,-0.37,0.03,-0.08,0.18,0.53,-0.06,0.05,0.37,-0.31,0.16,-0.36,-0.79,0.43,0.57,0.51,0.44,-1.06,-0.27,-0.1,-0.07,-0.33,-0.51,-0.34,0.51,0.29,0.36,0.11,0.51,0.51,0.41
YPL135W,S000006056,ISU1,498,iron ion homeostasis,protein binding,mitochondrion,0,0.1,-0.38,0.03,0.4,0.57,0.45,0.49,0.3,0.01,-0.06,-0.36,-0.47,-0.66,-0.13,-0.25,-0.3,-0.09,-0.28,-0.01,-0.68,-0.71,-0.41,-0.11,-0.13,-0.03,0.07,0.05,0.09,-0.06,0.19,-0.71,0.15,0.27,0.23,0.07,0.02,-0.07,-0.14,0.04,-0.1,-0.32,0.01,0.39,0.16
YPL136W,NA,NA,NA,NA,NA,NA,0,0.61,-0.1,0.21,0.37,0.43,0.06,0.4,0.04,-0.11,-0.2,0.04,-0.34,0.1,-0.38,-0.4,-0.15,-0.62,-0.05,1.68,0.74,-0.21,0.51,NA,-0.11,0.3,NA,NA,-1.7,NA,0.74,-0.39,-0.27,0.07,0.19,0.24,0.1,-0.08,0.15,0.18,0.14,-0.08,-0.15,-0.45,0.34
YPL137C,S000006058,NA,3831,NA,NA,cytoplasm,0,0.76,-0.47,0.07,0.44,0.32,0.34,0.03,0.12,-0.05,-0.03,-0.25,0.03,-0.27,-0.05,0.03,-0.1,-0.18,-0.3,0.23,0.17,-0.68,-0.5,-0.19,0.19,0.09,0.39,0.55,-0.15,-0.25,0.1,-0.78,-0.21,0.02,0.54,0.3,0.27,0.03,-0.16,0.3,0.17,-0.58,-0.12,0.13,0.09
YPL140C,S000006061,MKK2,1521,protein amino acid phosphorylation,MAP kinase kinase activity,intracellular,0,1.41,0.26,-0.09,-0.12,-0.07,-0.29,0.31,0.2,0.15,-0.02,0.13,-0.43,0.01,-0.09,-0.43,-0.01,0.2,0.31,0.07,-0.16,0.17,0.11,0.17,0.36,-0.26,0.2,-0.02,-0.39,-0.31,-0.05,0.21,-0.19,0.17,-0.08,0.18,0,0.16,0,-0.18,-0.05,0.18,-0.05,-0.25,-0.11
